# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TRIM56	ENSG00000169871	ENST00000306085	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM58	ENSG00000162722	ENST00000366481	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM59-IFT80	ENSG00000248710	ENST00000483754	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRIM6	ENSG00000121236	ENST00000380097	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM6-TRIM34	ENSG00000258588	ENST00000354852	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
TRIM60	ENSG00000176979	ENST00000341062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM62	ENSG00000116525	ENST00000291416	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
TRIM64B	ENSG00000189253	ENST00000329862	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM65	ENSG00000141569	ENST00000269383	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM66	ENSG00000166436	ENST00000646038	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
TRIM69	ENSG00000185880	ENST00000329464	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM71	ENSG00000206557	ENST00000383763	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM8	ENSG00000171206	ENST00000643721	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM9	ENSG00000100505	ENST00000338969	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRIO	ENSG00000038382	ENST00000344204	protein_coding	0	1	0	6	0	0	0	0	6	0	0	0	0	0	0	0	1	0
TRIP10	ENSG00000125733	ENST00000313244	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRIP13	ENSG00000071539	ENST00000166345	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRIP6	ENSG00000087077	ENST00000200457	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIQK	ENSG00000205133	ENST00000378861	protein_coding	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
TRMT1	ENSG00000104907	ENST00000357720	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TRMT13	ENSG00000122435	ENST00000370141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMT1L	ENSG00000121486	ENST00000367506	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000439169	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRMT61A	ENSG00000166166	ENST00000389749	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT9B	ENSG00000250305	ENST00000524591	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRMU	ENSG00000100416	ENST00000645190	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRNAU1AP	ENSG00000180098	ENST00000373830	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPA1	ENSG00000104321	ENST00000262209	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
TRPC1	ENSG00000144935	ENST00000698238	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRPC4AP	ENSG00000100991	ENST00000252015	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRPC6	ENSG00000137672	ENST00000344327	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRPC7	ENSG00000069018	ENST00000513104	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRPM1	ENSG00000134160	ENST00000558445	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
TRPM3	ENSG00000083067	ENST00000677713	protein_coding	0	0	0	9	1	0	0	0	8	0	0	0	0	0	0	0	0	0
TRPM4	ENSG00000130529	ENST00000252826	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRPM5	ENSG00000070985	ENST00000533060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRPM7	ENSG00000092439	ENST00000646667	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRPM8	ENSG00000144481	ENST00000324695	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRPS1	ENSG00000104447	ENST00000395715	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRPV1	ENSG00000196689	ENST00000425167	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TRPV3	ENSG00000167723	ENST00000301365	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRPV4	ENSG00000111199	ENST00000261740	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRPV6	ENSG00000165125	ENST00000359396	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000456197	protein_coding	0	1	1	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0
TRUB1	ENSG00000165832	ENST00000298746	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSBP1	ENSG00000204296	ENST00000447241	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSC1	ENSG00000165699	ENST00000298552	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSC22D1	ENSG00000102804	ENST00000458659	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSC22D1-AS1	ENSG00000278156	ENST00000715720		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSC22D2	ENSG00000196428	ENST00000361875	protein_coding	0	1	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0
TSEN15	ENSG00000198860	ENST00000645963	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSGA10	ENSG00000135951	ENST00000674128	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSHR	ENSG00000165409	ENST00000298171	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TSHZ1	ENSG00000179981	ENST00000580243	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
TSHZ2	ENSG00000182463	ENST00000371497	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TSHZ3	ENSG00000121297	ENST00000240587	protein_coding	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1
TSHZ3-AS1	ENSG00000267662	ENST00000786465		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TSNARE1	ENSG00000171045	ENST00000662555	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
TSNAX-DISC1	ENSG00000270106	ENST00000602962	nonsense_mediated_decay	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
TSPAN11	ENSG00000110900	ENST00000261177	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSPAN11-AS1	ENSG00000290531	ENST00000613860		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TSPAN14	ENSG00000108219	ENST00000714439	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TSPAN18-AS1	ENSG00000255032	ENST00000530039		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSPAN2	ENSG00000134198	ENST00000369516	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN3	ENSG00000140391	ENST00000267970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TSPAN32	ENSG00000064201	ENST00000182290	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSPAN4	ENSG00000214063	ENST00000527644	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSPAN5	ENSG00000168785	ENST00000305798	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0
TSPAN9	ENSG00000011105	ENST00000407263	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TSPAN9-IT1	ENSG00000256197	ENST00000539784		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TSPEAR	ENSG00000175894	ENST00000323084	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSPO	ENSG00000100300	ENST00000329563	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSR1	ENSG00000167721	ENST00000301364	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TSSK1A	ENSG00000231086	ENST00000450724	transcribed_unitary_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TSSK4	ENSG00000139908	ENST00000339917	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TST	ENSG00000128311	ENST00000249042	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TSTD2	ENSG00000136925	ENST00000341170	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTBK2	ENSG00000128881	ENST00000267890	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC1	ENSG00000113312	ENST00000231238	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
TTC12	ENSG00000149292	ENST00000314756	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC12-DT	ENSG00000255129	ENST00000526487		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC14-DT	ENSG00000239774	ENST00000830821		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC17	ENSG00000052841	ENST00000703837	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC23	ENSG00000103852	ENST00000394132	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC23L	ENSG00000205838	ENST00000514080	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC28	ENSG00000100154	ENST00000397906	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
TTC29	ENSG00000137473	ENST00000513335	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC31	ENSG00000115282	ENST00000233623	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC34	ENSG00000215912	ENST00000401095	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC36-AS1	ENSG00000255435	ENST00000532597		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC39A	ENSG00000085831	ENST00000447632	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC39B	ENSG00000155158	ENST00000512701	protein_coding	0	0	0	9	1	0	0	0	6	0	0	0	0	0	0	0	0	2
TTC39C	ENSG00000168234	ENST00000317571	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC39C-AS1	ENSG00000264745	ENST00000735309		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC4	ENSG00000243725	ENST00000371281	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TTC41P	ENSG00000214198	ENST00000551270	transcribed_unitary_pseudogene	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC6	ENSG00000139865	ENST00000553443	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC7A	ENSG00000068724	ENST00000394850	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC7B	ENSG00000165914	ENST00000328459	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
TTC8	ENSG00000165533	ENST00000338104	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
TTC9B	ENSG00000174521	ENST00000311308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TTC9C	ENSG00000162222	ENST00000316461	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTF1	ENSG00000125482	ENST00000334270	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTF2	ENSG00000116830	ENST00000369466	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
TTI1	ENSG00000101407	ENST00000373447	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTLL1	ENSG00000100271	ENST00000266254	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTLL11	ENSG00000175764	ENST00000321582	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTLL12	ENSG00000100304	ENST00000216129	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTLL13	ENSG00000213471	ENST00000438251	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TTLL3	ENSG00000214021	ENST00000685419	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTLL5	ENSG00000119685	ENST00000298832	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
TTLL6	ENSG00000170703	ENST00000393382	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTLL8	ENSG00000138892	ENST00000433387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TTLL9	ENSG00000131044	ENST00000375938	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTN	ENSG00000155657	ENST00000412264	protein_coding	0	0	2	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0
TTN-AS1	ENSG00000237298	ENST00000659121		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
TTPAL	ENSG00000124120	ENST00000262605	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
TTR	ENSG00000118271	ENST00000237014	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTYH2	ENSG00000141540	ENST00000269346	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
TUB	ENSG00000166402	ENST00000305253	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBA3FP	ENSG00000284130	ENST00000292748	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TUBA8	ENSG00000183785	ENST00000330423	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TUBAP14	ENSG00000247763	ENST00000501221	processed_pseudogene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TUBAP4	ENSG00000261665	ENST00000569261	transcribed_processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBB4BP2	ENSG00000224802	ENST00000454125	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBB4BP6	ENSG00000231166	ENST00000437576	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TUBB8P5	ENSG00000254381	ENST00000445286	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TUBB8P9	ENSG00000235827	ENST00000422534	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TUBBP11	ENSG00000243195	ENST00000472255	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TUBBP2	ENSG00000214222	ENST00000454403	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TUBBP3	ENSG00000258406	ENST00000554689	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUBBP8	ENSG00000259300	ENST00000560273	processed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBG1	ENSG00000131462	ENST00000681413	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TUBGCP2	ENSG00000130640	ENST00000543663	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBGCP3	ENSG00000126216	ENST00000261965	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBGCP4	ENSG00000137822	ENST00000260383	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBGCP5	ENSG00000275835	ENST00000615383	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUG1	ENSG00000253352	ENST00000644773	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TULP4	ENSG00000130338	ENST00000367097	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TUNAR	ENSG00000250366	ENST00000503525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TUSC3	ENSG00000104723	ENST00000503731	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
TVP23C-CDRT4	ENSG00000259024	ENST00000522212	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TWF2	ENSG00000247596	ENST00000305533	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TWF2-DT	ENSG00000243224	ENST00000464958		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TWIST1	ENSG00000122691	ENST00000242261	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TWIST2	ENSG00000233608	ENST00000448943	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TXK	ENSG00000074966	ENST00000264316	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TXLNA	ENSG00000084652	ENST00000373609	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TXLNB	ENSG00000164440	ENST00000358430	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TXNDC11	ENSG00000153066	ENST00000356957	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TXNDC15	ENSG00000113621	ENST00000358387	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TXNDC16	ENSG00000087301	ENST00000281741	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TXNL1	ENSG00000091164	ENST00000217515	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TXNP3	ENSG00000234388	ENST00000454560	processed_pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TXNP7	ENSG00000217268	ENST00000406296	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TXNRD1	ENSG00000198431	ENST00000525566	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TXNRD3	ENSG00000197763	ENST00000524230	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
TYK2	ENSG00000105397	ENST00000525621	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TYMP	ENSG00000025708	ENST00000395681	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TYMS	ENSG00000176890	ENST00000323274	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TYMSOS	ENSG00000176912	ENST00000664942		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TYR	ENSG00000077498	ENST00000263321	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TYRO3	ENSG00000092445	ENST00000263798	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TYW1	ENSG00000198874	ENST00000359626	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TYW1B	ENSG00000277149	ENST00000620995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TYW3	ENSG00000162623	ENST00000370867	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TYW5	ENSG00000162971	ENST00000354611	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
U2SURP	ENSG00000163714	ENST00000473835	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
U3	ENSG00000201368	ENST00000364498	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U3	ENSG00000212182	ENST00000390880	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U3	ENSG00000212511	ENST00000391209	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U3	ENSG00000221040	ENST00000408113	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U3	ENSG00000221345	ENST00000408418	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
U4	ENSG00000276103	ENST00000620626	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
U4	ENSG00000278374	ENST00000621618	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U6	ENSG00000283290	ENST00000636904	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U6	ENSG00000283369	ENST00000637707	snRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
U6	ENSG00000283499	ENST00000637764	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
U6	ENSG00000283575	ENST00000636407	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U7	ENSG00000273629	ENST00000616123	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
U7	ENSG00000276376	ENST00000619968	snRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
U8	ENSG00000202269	ENST00000365399	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U8	ENSG00000238840	ENST00000459095	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UAP1	ENSG00000117143	ENST00000367925	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
UBA2	ENSG00000126261	ENST00000246548	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
UBA3	ENSG00000144744	ENST00000361055	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UBA5	ENSG00000081307	ENST00000683741	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
UBA6	ENSG00000033178	ENST00000322244	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0
UBA6-DT	ENSG00000248049	ENST00000665294		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
UBAC1	ENSG00000130560	ENST00000371756	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UBAC2	ENSG00000134882	ENST00000403766	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UBAP1	ENSG00000165006	ENST00000625521	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
UBAP1L	ENSG00000246922	ENST00000559089	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
UBAP2	ENSG00000137073	ENST00000379238	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
UBAP2L	ENSG00000143569	ENST00000437652	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UBASH3A	ENSG00000160185	ENST00000319294	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UBASH3B	ENSG00000154127	ENST00000284273	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
UBBP1	ENSG00000230037	ENST00000392399	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBBP4	ENSG00000263563	ENST00000583708	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBBP4	ENSG00000290919	ENST00000584755		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBBP5	ENSG00000228074	ENST00000446970	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UBE2D1	ENSG00000072401	ENST00000373910	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UBE2D3	ENSG00000109332	ENST00000357194	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UBE2D3P1	ENSG00000225022	ENST00000436669	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UBE2D4	ENSG00000078967	ENST00000222402	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UBE2E1	ENSG00000170142	ENST00000306627	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UBE2E2	ENSG00000182247	ENST00000396703	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
UBE2E3	ENSG00000170035	ENST00000392415	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UBE2F	ENSG00000184182	ENST00000272930	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
